uid,text
lcEDzDxpGvU_e1,The army arrived to assist in the search.
lcEDzDxpGvU_e2,The company said it would assist workers in finding new jobs.
lcEDzDxpGvU_e3,"No one knew where my grandfather was, and many came to assist in the search."
lcEDzDxpGvU_e4,The accused denies the charge of assisting an offender.
lcEDzDxpGvU_w,assist
LGGt1vquKd4_d,easily annoyed and complaining
LGGt1vquKd4_e1,I hadn't had enough sleep and was feeling kind of grumpy.
LGGt1vquKd4_e2,Dad is always grumpy on Monday mornings.
LGGt1vquKd4_e3,Come back and see me when you're less grumpy.
LGGt1vquKd4_e4,He'd been in a grumpy mood since he got up.
LGGt1vquKd4_w,grumpy
lHnwkx0eTwM_d,"A line of people, usually standing or in cars, waiting for something."
lHnwkx0eTwM_e1,Are you in the queue for tickets?
lHnwkx0eTwM_w,queue
LKlGF65Xgm0_d,to grow or develop successfully
LKlGF65Xgm0_e1,My tomatoes are flourishing this summer - it must be the warm weather.
LKlGF65Xgm0_e2,Watercolour painting began to flourish in  around 1750.
LKlGF65Xgm0_e3,Parts of the city continue to flourish.
LKlGF65Xgm0_e4,This is the perfect environment for our company to flourish and expand in.
LKlGF65Xgm0_w,flourish
LKYengAeduU_d,"to not do something, especially something enjoyable that you think might be bad"
LKYengAeduU_e1,His doctor ordered him to abstain from beer and wine.
LKYengAeduU_e2,Only 10 percent abstain by choice.
LKYengAeduU_e3,Junior politicians are supposed to abstain from criticizing the government.
LKYengAeduU_e4,I will continue to abstain until Britain regains its independence.
LKYengAeduU_w,abstain
LlT0Hf_hRIM_d,to work hard.
LlT0Hf_hRIM_e1,Farm workers have been toiling in the 100-degree heat over the past week.
LlT0Hf_hRIM_e2,Lindi has achieved her comfortable life only after years of hard toil.
LlT0Hf_hRIM_e3,"Well, after a day's toil in the office I like to relax a little."
LlT0Hf_hRIM_e4,"After toiling away at work all week, it's good to relax."
LlT0Hf_hRIM_w,toil
LNPAwwKB-L8_d,Something that is warm has some heat but not enough to be hot.
LNPAwwKB-L8_e1,Warm (adjective) -2
LNPAwwKB-L8_w,warm
LPy4fvBaiOc_d,a slight argument
LPy4fvBaiOc_e1,Have you two had a lovers' tiff?
LPy4fvBaiOc_e2,We had a little tiff over whose turn it was to walk the dog.
LPy4fvBaiOc_e3,This wasn't just another tiff we were having.
LPy4fvBaiOc_e4,They patched up their tiff again.
LPy4fvBaiOc_w,tiff
lth5T4A_6Bw_d,the freedom to live as you wish or go where you want.
lth5T4A_6Bw_e1,She bought her liberty with hard work.
lth5T4A_6Bw_e2,These laws will restrict our ancient rights and liberties.
lth5T4A_6Bw_e3,Liberty consists in the power of doing that which is permitted by law.
lth5T4A_6Bw_e4,Citizens in that country do not have the liberty to carry guns or weapons.
lth5T4A_6Bw_w,liberty
m1cbIXJlyQo_d,a story or a description of a series of events
m1cbIXJlyQo_e1,He was a writer of great narrative power.
m1cbIXJlyQo_w,narrative
Ma9iyrOrJA0_d,"to start living in a place where you intend to stay for a long time, usually with your partner."
Ma9iyrOrJA0_e1,One day I'll want to settle down and have a family.
Ma9iyrOrJA0_e2,I'm not ready to settle down yet.
Ma9iyrOrJA0_e3,"Come on children, stop chatting and settle down please!"
Ma9iyrOrJA0_e4,"After years as a travelling journalist, she settled down in America."
Ma9iyrOrJA0_e5,When are you going to marry and settle down?
Ma9iyrOrJA0_w,settle down
mb920DFo394_d,necessary or needed
mb920DFo394_e1,Government support will be essential if the project is to succeed.
mb920DFo394_e2,Water is essential for/to living things.
mb920DFo394_e3,The books on this list are essential reading for the course.
mb920DFo394_e4,Fresh fruit and vegetables form an essential part of a healthy diet.
mb920DFo394_w,essential
MDCsV2GLVis_d,"a way of thinking about something, especially expressed in a publicly stated opinion"
MDCsV2GLVis_e1,The doctor's stance on the issue of abortion is well known.
MDCsV2GLVis_e2,The governor's stance on the issue of tax cuts is well known.
MDCsV2GLVis_e3,The government took a tough stance against terrorism.
MDCsV2GLVis_e4,What is your stance on environmental issues?
MDCsV2GLVis_w,stance
MF29ZLOnNHc_d,"policies, behaviours, rules, etc. that result in a continued unfair advantage to some people and unfair or harmful treatment of others based on race "
MF29ZLOnNHc_e1,The authorities are taking steps to combat/fight/tackle racism in schools.
MF29ZLOnNHc_e2,We have to take a stand against racism.
MF29ZLOnNHc_e3,Racism exists at all levels of society.
MF29ZLOnNHc_e4,Many immigrants have experienced racism.
MF29ZLOnNHc_w,racism
mfp9Jb5pfEY_d,an abstract idea.
mfp9Jb5pfEY_e1,"She does not understand the basic concept of math.""."
mfp9Jb5pfEY_e2,I have no concept of what it is like.
mfp9Jb5pfEY_e3,"""Mental handicap"" should be replaced with the broader concept of ""learning difficulties""."
mfp9Jb5pfEY_e4,It is very difficult to define the concept of beauty.
mfp9Jb5pfEY_w,concept
MFZJTpIvwio_d,not far away
MFZJTpIvwio_e1,I noticed a policeman standing nearby
MFZJTpIvwio_w,nearby
MGRLpUCM6No_d,"to become dry, smaller, and covered with lines as if by crushing or folding, or to make something do this."
MGRLpUCM6No_e1,The lack of rain has shrivelled the crops.
MGRLpUCM6No_e2,Profits are shrivelling as the recession gets worse.
MGRLpUCM6No_e3,The hot sun shriveled the flowers I put in the window.
MGRLpUCM6No_e4,The plant shrivels and dies.
MGRLpUCM6No_e5,The leaves started to shrivel up.
MGRLpUCM6No_w,shrivel
Miy-F4TYnso_d,a business that represents one group of people when dealing with another group
Miy-F4TYnso_e1,He spoke in the person of Xinhua News Agency.
Miy-F4TYnso_e2,I went to an employment agency last week.
Miy-F4TYnso_e3,The French news agency put out a statement from the Trade Minister.
Miy-F4TYnso_e4,Anne chose an upmarket agency aimed at professional people.
Miy-F4TYnso_w,agency
mR2b0PyRTN8_d,"a substance, especially salt or pepper, that is added to food to improve its flavour"
mR2b0PyRTN8_e1,"Taste the soup and adjust the seasoning, adding more salt or pepper as desired."
mR2b0PyRTN8_e2,Add the seasoning and bring the sauce to the boil .
mR2b0PyRTN8_e3,I believe in seasoning food before putting it on the table.
mR2b0PyRTN8_e4,Taste sauce for seasoning and correct if necessary.
mR2b0PyRTN8_w,seasoning
Mt3ApRf_B8I_d,"think about (something) carefully, especially before making a  decision or reaching a conclusion."
Mt3ApRf_B8I_e1,She sat back for a minute to ponder her next move in the game.
Mt3ApRf_B8I_e2,Driving home from the theater he pondered his next move.
Mt3ApRf_B8I_e3,It's a very interesting article with points worth pondering.
Mt3ApRf_B8I_e4,"The purpose, I think, is to ponder questions important to human experience."
Mt3ApRf_B8I_w,ponder
mtVcZlcW_sg_d,of very bad quality
mtVcZlcW_sg_e1,an atrocious film of acting
mtVcZlcW_sg_e2,The weather has been atrocious all week.
mtVcZlcW_sg_e3,Conditions in the prison were atrocious.
mtVcZlcW_sg_e4,His Russian was atrocious.
mtVcZlcW_sg_w,atrocious
mUHIG52DXPY_d,a way of doing an activity that needs skill.
mUHIG52DXPY_e1,Yoga is a very effective technique for combating stress.
mUHIG52DXPY_e2,The dancer's technique is strong.
mUHIG52DXPY_e3,She needs to work on her interview technique if she's going to get a job.
mUHIG52DXPY_e4,New surgical techniques are constantly being developed.
mUHIG52DXPY_w,technique
mutZAFDJmKI_d,to go to the place that someone is leaving from in order to say goodbye to them
mutZAFDJmKI_e1,My parents saw me off at the airport.
mutZAFDJmKI_e2,He went to see off his brother at the station.
mutZAFDJmKI_e3,I came to the bus stop to see my friend off.
mutZAFDJmKI_e4,They went to see off their son.
mutZAFDJmKI_w,see off
mvsesnKooAA_d,"a period when you are estranged from someone (= no longer friendly with them), or the fact of no longer being friendly"
mvsesnKooAA_e1,The misunderstanding had caused a seven-year estrangement between them.
mvsesnKooAA_e2,He talked about his estrangement from his family.
mvsesnKooAA_e3,They finally came together after years of estrangement
mvsesnKooAA_e4,They reunited after a two-year estrangement.
mvsesnKooAA_w,estrangement
mwgNw0telVk_d,the door through which you might leave a building or large vehicle
mwgNw0telVk_e1,We headed for the nearest exit.
mwgNw0telVk_w,exit
mxE6dRbd38c_d,an area of interest or activity
mxE6dRbd38c_e1,Her interests are in the realm of practical politics.
mxE6dRbd38c_e2,Chris is really rooted to the realm of economic
mxE6dRbd38c_e3,The realm of art/music
mxE6dRbd38c_e4,Students' interests are mostly limited to the academic realm.
mxE6dRbd38c_w,realm
mxJapRjh1BM_d,impossible to break
mxJapRjh1BM_e1,The sticks when divided were broken; together they were unbreakable.
mxJapRjh1BM_w,unbreakable
mzdCh_9o5JA_d,easily annoyed and complaining in a rude way like a child.
mzdCh_9o5JA_e1,He plays the part of a petulant young man in the film.
mzdCh_9o5JA_e2,He behaved like a petulant child and refused to cooperate.
mzdCh_9o5JA_e3,He grew moody and petulant
mzdCh_9o5JA_e4,Her tone of voice became  abrupt and petulant
mzdCh_9o5JA_w,petulant
MzNbsy0wdM0_d,"a group of long, thin fibres (= structures like threads) that carry information or instructions between the brain and other parts of the body "
MzNbsy0wdM0_e1,Damage to tooth nerve.
MzNbsy0wdM0_w,nerve
N6jpL7uibFI_d,to make someone feel that they want to do something and can do it
N6jpL7uibFI_e1,His confident leadership inspired his followers.
N6jpL7uibFI_e2,"After her trip to Venezuela, she felt inspired to learn Spanish."
N6jpL7uibFI_e3,I hope this success will inspire you to greater efforts.
N6jpL7uibFI_e4,The company's record does not really inspire confidence.
N6jpL7uibFI_w,inspire
n-9gQsRj0kY_d,going through or stopping at a place on the way to another place
n-9gQsRj0kY_e1,Deliveries are routed via London.
n-9gQsRj0kY_w,via - 1
n9TDPKexXzw_d,to provide a person or a place with objects that are necessary for a particular purpose
n9TDPKexXzw_e1,It's going to cost $4 million to equip the hospital.
n9TDPKexXzw_w,equip
NaADM_m9FSI_d,to correct something or make something right
NaADM_m9FSI_e1,I am determined to take whatever action is necessary to rectify the situation.
NaADM_m9FSI_e2,Every effort is made to rectify any errors/mistakes before the book is printed.
NaADM_m9FSI_e3,"I hadn't meant to cause trouble, and asked what I could do to rectify the situation. "
NaADM_m9FSI_e4,How do we rectify the alarming fall in stock market performance?
NaADM_m9FSI_w,rectify
NAFwB3S525c_d,to come from or out of
NAFwB3S525c_e1,Angry voices emanated from the next room.
NAFwB3S525c_w,emanate - 2
NCi0-MMvDMU_d,to examine or look for the difference between two or more things.
NCi0-MMvDMU_e1,"If you compare house prices in the two areas, it's quite amazing how different they are."
NCi0-MMvDMU_e2,That seems expensive - have you compared prices in other shop?
NCi0-MMvDMU_e3,"Do not always compare me with others, please."
NCi0-MMvDMU_e4,"Compare this new TV set with the old one, you will see which is better."
NCi0-MMvDMU_w,compare
Nejuqg9XCLE_d,not polite; offensive or embarrassing
Nejuqg9XCLE_e1,He's a very rude man.
Nejuqg9XCLE_e2,I did not intend to be rude.
Nejuqg9XCLE_e3,Why are you so rude to your mother?
Nejuqg9XCLE_e4,"My father loves to tell rude jokes, and it's really embarrassing."
Nejuqg9XCLE_w,rude
neqDSQkiVI0_d,"to greatly admire a singer or other famous person, to an extent that is unusual"
neqDSQkiVI0_e1,Stop stanning for Rhianna!
neqDSQkiVI0_e2,Everyone knows I stan for Taylor Swift.
neqDSQkiVI0_e3,I'll never stop stanning Jennifer Lawrence.
neqDSQkiVI0_e4,What would make you stop stanning an idol?
neqDSQkiVI0_w,stan
nfhqebRoL08_d,without anyone or anything else being involved or between
nfhqebRoL08_e1,Tom took a direct to London airport.
nfhqebRoL08_e2,Is there a direct train to Delhi from Chennai?
nfhqebRoL08_w,direct
ngQ5qSIvcQs_d,"unhappy, disappointed, or without hope"
ngQ5qSIvcQs_e1,She looked a bit dejected when they told her she didn't get the job.
ngQ5qSIvcQs_e2,William felt dejected because he had sprained his ankle and had to sit out the game.
ngQ5qSIvcQs_e3,The old man seemed dejected and spiritless.
ngQ5qSIvcQs_e4,"The unemployed stood at street corners, dejected."
ngQ5qSIvcQs_w,dejected
NHUAhGE0cMc_d,to give something and be given something else instead
NHUAhGE0cMc_e1,The two computers can easily swap data.
NHUAhGE0cMc_w,swap
nk80uUfZnsM_d,"a way of operating, living, or behaving"
nk80uUfZnsM_e1,Switch your phone to silent mode.
nk80uUfZnsM_w,mode
nnIo6Q41SY0_d,felt or experienced very strongly or in an extreme way.
nnIo6Q41SY0_e1,1.The speech had a profound influence on her.
nnIo6Q41SY0_e2,2.His mother's death when he was aged six had a very profound effect on him.
nnIo6Q41SY0_e3,3.Those two lines of poetry express perfectly the profound sadness of loss.
nnIo6Q41SY0_e4,The news came as a profound shock.
nnIo6Q41SY0_w,profound
NOXLwMVXFu4_d,"to force someone to leave a country, especially someone who has no legal right to be there or who has broken the law"
NOXLwMVXFu4_e1,Thousands of illegal immigrants are caught and deported every year.
NOXLwMVXFu4_e2,The refugees were deported back to their country of origin.
NOXLwMVXFu4_w,deport
nq9PduKLbQc_d,(a situation causing) difficulty or trouble
nq9PduKLbQc_e1,I can't face the hassle of moving again.
nq9PduKLbQc_e2,My boss has been giving me a lot of hassle this week.
nq9PduKLbQc_e3,It was such a hassle trying to get my bank account changed that I nearly gave up.
nq9PduKLbQc_e4,I should have taken it back to the shop but I just didn't think it was worth (all) the hassle.
nq9PduKLbQc_w,hassle
Nu_XEya-gQA_d,extreme rudeness without any ability to understand that your behaviour is not acceptable to other people
Nu_XEya-gQA_e1,He was silent all through the meal and then had the effrontery to complain that I looked bored!
Nu_XEya-gQA_w,effrontery
NZP5L3c_-kw_d,a flying weapon that has its own engine so that it can travel a long distance before exploding at the place that it has been aimed at
NZP5L3c_-kw_e1,The new missile is faster and more manoeuvrable than previous models.
NZP5L3c_-kw_w,missile
o5hP6kJSiyY_d,a large group of people
o5hP6kJSiyY_e1,Hordes of students on bikes made crossing the road difficult.
o5hP6kJSiyY_e2,A horde of children ran over the office building.
o5hP6kJSiyY_e3,The car attracted the interest of a horde of children.
o5hP6kJSiyY_e4,Two bodyguards helped the celebrity walk through a horde of fans.
o5hP6kJSiyY_w,horde
O6Rvpy2XFfY_d,"a combination of style and energetic confidence, especially in performances or manner"
O6Rvpy2XFfY_e1,She dances the role with such elan.
O6Rvpy2XFfY_w,elan
O9p59lV3nhU_d,Making you feel less worried.
O9p59lV3nhU_e1,He smiled at me in a reassuring way.
O9p59lV3nhU_w,reassuring
OaP4MPsTaPI_d,all of; entire.
OaP4MPsTaPI_e1,"After my exercise class, my whole body ached."
OaP4MPsTaPI_w,whole
ocCEVsLOjVo_d,to say or do something to someone that is rude or offensive.
ocCEVsLOjVo_e1,First he drank all my wine and then he insulted all my friends.
ocCEVsLOjVo_e2,Don't insult me just because I can't dance.
ocCEVsLOjVo_e3,He insulted me in public.
ocCEVsLOjVo_e4,Tom and Mary insult each other all the time.
ocCEVsLOjVo_w,insult
oCXHxL16lGg_d,an amount or supply that is not large enough
oCXHxL16lGg_e1,a dearth of new homes in the region.
oCXHxL16lGg_w,dearth
oDXfCEi7hPs_d,the way you feel at a particular time
oDXfCEi7hPs_e1,She's in a good/bad mood.
oDXfCEi7hPs_w,mood
OEimyhS2v48_d,to make something known or tell people about something officially.
OEimyhS2v48_e1,The prime minister has announced that public spending will be increased next year.
OEimyhS2v48_e2,He will announce tonight that he is resigning from office.
OEimyhS2v48_e3,He announced his engagement to her.
OEimyhS2v48_e4,The result of the election will be announced tomorrow.
OEimyhS2v48_w,announce
oGa_MzmEhfE_d,A bad-tempered person becomes angry and annoyed easily.
oGa_MzmEhfE_e1,She's very bad-tempered in the mornings!
oGa_MzmEhfE_e2,Why are you so bad-tempered today?
